1	EC number	Spectator Cofactors	Co-substrate Cofactors	Class	Subsystem	Functional Role	Reaction	Equation	Comments
815	3.1.3.5			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	5'-nucleotidase (EC 3.1.3.5)	rxn01670	(1) H2O[0] + (1) Nicotinamide ribonucleotide[0] <=> (1) Phosphate[0] + (1) N-Ribosylnicotinamide[0]	
816	3.6.1.5			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Apyrase, ATP-diphosphatase (EC 3.6.1.5)	rxn00116	(1) H2O[0] + (1) UDP[0] <=> (1) Phosphate[0] + (2) H+[0] + (1) UMP[0]	
817	3.6.1.5			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Apyrase, ATP-diphosphatase (EC 3.6.1.5)	rxn00120	(1) H2O[0] + (1) UTP[0] <=> (1) Phosphate[0] + (1) UDP[0] + (1) H+[0]	
818	3.6.1.5			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Apyrase, ATP-diphosphatase (EC 3.6.1.5)	rxn00366	(1) H2O[0] + (1) CDP[0] <=> (1) Phosphate[0] + (1) CMP[0] + (2) H+[0]	
819	3.6.1.5			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Apyrase, ATP-diphosphatase (EC 3.6.1.5)	rxn00408	(1) H2O[0] + (1) CTP[0] <=> (1) Phosphate[0] + (1) H+[0] + (1) CDP[0]	
820	3.6.1.5			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Apyrase, ATP-diphosphatase (EC 3.6.1.5)	rxn01511	(1) H2O[0] + (1) dTDP[0] <=> (1) Phosphate[0] + (2) H+[0] + (1) dTMP[0]	
821	3.6.1.5			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Apyrase, ATP-diphosphatase (EC 3.6.1.5)	rxn01514	(1) H2O[0] + (1) TTP[0] <=> (1) Phosphate[0] + (1) H+[0] + (1) dTDP[0]	
822	2.1.3.2			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Aspartate carbamoyltransferase (EC 2.1.3.2)	rxn01018	(1) L-Aspartate[0] + (1) Carbamoylphosphate[0] <=> (1) Phosphate[0] + (1) H+[0] + (1) N-Carbamoyl-L-aspartate[0]	
823	6.3.4.2			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	CTP synthase (EC 6.3.4.2)	rxn00412	(1) H2O[0] + (1) ATP[0] + (1) L-Glutamine[0] + (1) UTP[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) L-Glutamate[0] + (1) CTP[0] + (2) H+[0]	
824	6.3.5.5			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	rxn00414	(1) H2O[0] + (2) ATP[0] + (1) L-Glutamine[0] + (1) H2CO3[0] <=> (2) ADP[0] + (1) Phosphate[0] + (1) L-Glutamate[0] + (2) H+[0] + (1) Carbamoylphosphate[0]	
825	6.3.5.5			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	rxn00414	(1) H2O[0] + (2) ATP[0] + (1) L-Glutamine[0] + (1) H2CO3[0] <=> (2) ADP[0] + (1) Phosphate[0] + (1) L-Glutamate[0] + (2) H+[0] + (1) Carbamoylphosphate[0]	
826	4.2.1.1			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Carbonic anhydrase (EC 4.2.1.1)	rxn00102	(1) H+[0] + (1) H2CO3[0] <=> (1) H2O[0] + (1) CO2[0]	
827	3.5.4.12			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Deoxycytidine monophosphate deaminase (EC 3.5.4.12)	rxn01217	(1) H2O[0] + (1) H+[0] + (1) dCMP[0] <=> (1) NH3[0] + (1) dUMP[0]	
828	3.6.1.23			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23)	rxn01519	(1) H2O[0] + (1) dUTP[0] <=> (1) PPi[0] + (2) H+[0] + (1) dUMP[0]	
829	3.5.2.3			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Dihydroorotase (EC 3.5.2.3)	rxn01465	(1) H2O[0] + (1) S-Dihydroorotate[0] <=> (1) H+[0] + (1) N-Carbamoyl-L-aspartate[0]	
830	1.3.5.2			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Dihydroorotate dehydrogenase [quinone] (EC 1.3.5.2)	rxn08335	(1) S-Dihydroorotate[0] + (1) Ubiquinone-8[0] <=> (1) Orotate[0] + (1) Ubiquinol-8[0]	
831				Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Dihydroorotate transport	rxn09817	(1) S-Dihydroorotate[0] <=> (1) S-Dihydroorotate[1]	
832	2.7.4.6			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Nucleoside diphosphate kinase (EC 2.7.4.6)	rxn00117	(1) ATP[0] + (1) UDP[0] <=> (1) ADP[0] + (1) UTP[0]	
833	2.7.4.6			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Nucleoside diphosphate kinase (EC 2.7.4.6)	rxn00237	(1) ATP[0] + (1) GDP[0] <=> (1) ADP[0] + (1) GTP[0]	
834	2.7.4.6			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Nucleoside diphosphate kinase (EC 2.7.4.6)	rxn00409	(1) ATP[0] + (1) CDP[0] <=> (1) ADP[0] + (1) CTP[0]	
835	2.7.4.6			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Nucleoside diphosphate kinase (EC 2.7.4.6)	rxn00839	(1) ATP[0] + (1) dADP[0] <=> (1) ADP[0] + (1) dATP[0]	
836	2.7.4.6			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Nucleoside diphosphate kinase (EC 2.7.4.6)	rxn01353	(1) ATP[0] + (1) dGDP[0] <=> (1) ADP[0] + (1) dGTP[0]	
837	2.7.4.6			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Nucleoside diphosphate kinase (EC 2.7.4.6)	rxn01512	(1) ATP[0] + (1) dTDP[0] <=> (1) ADP[0] + (1) TTP[0]	
838	2.7.4.6			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Nucleoside diphosphate kinase (EC 2.7.4.6)	rxn01673	(1) ATP[0] + (1) dCDP[0] <=> (1) ADP[0] + (1) dCTP[0]	
839	2.7.4.6			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Nucleoside diphosphate kinase (EC 2.7.4.6)	rxn01678	(1) ATP[0] + (1) dUDP[0] <=> (1) ADP[0] + (1) dUTP[0]	
840	2.4.2.10			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Orotate phosphoribosyltransferase (EC 2.4.2.10)	rxn01362	(1) PPi[0] + (1) H+[0] + (1) Orotidylic acid[0] <=> (1) PRPP[0] + (1) Orotate[0]	
841				Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Orotate transport	rxn09050	(1) Orotate[0] <=> (1) Orotate[1]	
842	4.1.1.23			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)	rxn00710	(1) H+[0] + (1) Orotidylic acid[0] <=> (1) CO2[0] + (1) UMP[0]	
843	1.17.4.1			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)	rxn19077	(1) H2O[0] + (1) dADP[0] + (1) Ox-Thioredoxin[0] <= (1) ADP[0] + (2) H+[0] + (1) Red-Thioredoxin[0]	
844	1.17.4.1			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)	rxn19277	(1) H2O[0] + (1) dCDP[0] + (1) Ox-Thioredoxin[0] <= (2) H+[0] + (1) CDP[0] + (1) Red-Thioredoxin[0]	
845	1.17.4.1			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)	rxn19771	(1) H2O[0] + (1) dGDP[0] + (1) Ox-Thioredoxin[0] <= (1) GDP[0] + (2) H+[0] + (1) Red-Thioredoxin[0]	
846	1.17.4.1			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)	rxn27415	(1) H2O[0] + (1) dUDP[0] + (1) Ox-Thioredoxin[0] <= (1) UDP[0] + (2) H+[0] + (1) Red-Thioredoxin[0]	
847	1.17.4.1			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)	rxn39245	(1) H2O[0] + (1) dATP[0] + (1) Ox-Thioredoxin[0] <= (1) ATP[0] + (2) H+[0] + (1) Red-Thioredoxin[0]	
848	1.17.4.1			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)	rxn39246	(1) H2O[0] + (1) dGTP[0] + (1) Ox-Thioredoxin[0] <= (1) GTP[0] + (2) H+[0] + (1) Red-Thioredoxin[0]	
849	1.17.4.1			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)	rxn39247	(1) H2O[0] + (1) dCTP[0] + (1) Ox-Thioredoxin[0] <= (1) CTP[0] + (2) H+[0] + (1) Red-Thioredoxin[0]	
850	1.17.4.1			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)	rxn39248	(1) H2O[0] + (1) dUTP[0] + (1) Ox-Thioredoxin[0] <= (1) UTP[0] + (2) H+[0] + (1) Red-Thioredoxin[0]	
851	1.17.4.1			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	rxn19077	(1) H2O[0] + (1) dADP[0] + (1) Ox-Thioredoxin[0] <= (1) ADP[0] + (2) H+[0] + (1) Red-Thioredoxin[0]	
852	1.17.4.1			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	rxn19277	(1) H2O[0] + (1) dCDP[0] + (1) Ox-Thioredoxin[0] <= (2) H+[0] + (1) CDP[0] + (1) Red-Thioredoxin[0]	
853	1.17.4.1			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	rxn19771	(1) H2O[0] + (1) dGDP[0] + (1) Ox-Thioredoxin[0] <= (1) GDP[0] + (2) H+[0] + (1) Red-Thioredoxin[0]	
854	1.17.4.1			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	rxn27415	(1) H2O[0] + (1) dUDP[0] + (1) Ox-Thioredoxin[0] <= (1) UDP[0] + (2) H+[0] + (1) Red-Thioredoxin[0]	
855	1.17.4.1			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	rxn39245	(1) H2O[0] + (1) dATP[0] + (1) Ox-Thioredoxin[0] <= (1) ATP[0] + (2) H+[0] + (1) Red-Thioredoxin[0]	
856	1.17.4.1			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	rxn39246	(1) H2O[0] + (1) dGTP[0] + (1) Ox-Thioredoxin[0] <= (1) GTP[0] + (2) H+[0] + (1) Red-Thioredoxin[0]	
857	1.17.4.1			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	rxn39247	(1) H2O[0] + (1) dCTP[0] + (1) Ox-Thioredoxin[0] <= (1) CTP[0] + (2) H+[0] + (1) Red-Thioredoxin[0]	
858	1.17.4.1			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	rxn39248	(1) H2O[0] + (1) dUTP[0] + (1) Ox-Thioredoxin[0] <= (1) UTP[0] + (2) H+[0] + (1) Red-Thioredoxin[0]	
859	2.7.4.9			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Thymidylate kinase (EC 2.7.4.9)	rxn01513	(1) ATP[0] + (1) H+[0] + (1) dTMP[0] <=> (1) ADP[0] + (1) dTDP[0]	
860	2.1.1.45			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Thymidylate synthase (EC 2.1.1.45)	rxn01520	(1) 5-10-Methylenetetrahydrofolate[0] + (1) dUMP[0] <=> (1) dTMP[0] + (1) Dihydrofolate[0]	
861	2.4.2.9			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Uracil phosphoribosyltransferase (EC 2.4.2.9)	rxn00711	(1) PPi[0] + (1) H+[0] + (1) UMP[0] <=> (1) Uracil[0] + (1) PRPP[0]	
862	2.7.4.14			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Uridine monophosphate/cytidine monophosphate kinase (EC 2.7.4.14)	rxn00119	(1) ATP[0] + (1) H+[0] + (1) UMP[0] <=> (1) ADP[0] + (1) UDP[0]	
863	2.7.4.14			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Uridine monophosphate/cytidine monophosphate kinase (EC 2.7.4.14)	rxn00364	(1) ATP[0] + (1) CMP[0] + (1) H+[0] <=> (1) ADP[0] + (1) CDP[0]	
864	3.2.2.3			Nucleic acids	Pyrimidine_de_novo_biosynthesis_in_plants	Uridine nucleosidase (EC 3.2.2.3)	rxn15118	(1) H2O[0] + (1) Uridine[0] <=> (1) Uracil[0] + (1) beta-D-Ribofuranose[0]	
865	1.11.1.6			Other	Detoxification_in_plants	Catalase (EC 1.11.1.6)	rxn00006	(2) H2O2[0] <=> (2) H2O[0] + (1) O2[0]	
866	6.2.1.1			Other	Ethanol_Degradation_in_plants	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	rxn00175	(1) ATP[0] + (1) CoA[0] + (1) Acetate[0] <=> (1) PPi[0] + (1) AMP[0] + (1) Acetyl-CoA[0] + (1) H+[0]	
867	1.1.1.1			Other	Ethanol_Degradation_in_plants	Alcohol dehydrogenase (EC 1.1.1.1)	rxn00543	(1) NAD[0] + (1) Ethanol[0] <=> (1) NADH[0] + (1) H+[0] + (1) Acetaldehyde[0]	
868	1.2.1.3			Other	Ethanol_Degradation_in_plants	Aldehyde dehydrogenase (EC 1.2.1.3)	rxn00506	(1) H2O[0] + (1) NAD[0] + (1) Acetaldehyde[0] <=> (1) NADH[0] + (1) Acetate[0] + (2) H+[0]	
869	1.2.1.2			Other	One-carbon_metabolism_in_plants	Formate dehydrogenase (EC 1.2.1.2)	rxn00371	(1) NAD[0] + (1) Formate[0] <=> (1) NADH[0] + (1) CO2[0]	
870	1.8.1.7			Other	Reductants_in_plants	Glutathione reductase (EC 1.8.1.7)	rxn00086	(1) NADP[0] + (2) GSH[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Oxidized glutathione[0]	
871	1.8.1.9			Other	Reductants_in_plants	Thioredoxin reductase (EC 1.8.1.9)	rxn27318	(1) NADP[0] + (1) H+[0] + (1) Red-Thioredoxin[0] <= (1) NADPH[0] + (1) Ox-Thioredoxin[0]	
872	1.8.4.9			Other	Sulfur_metabolism_in_plants	Adenylyl-sulfate reductase [glutathione] (EC 1.8.4.9)	rxn03983	(1) AMP[0] + (1) H+[0] + (1) Sulfite[0] + (1) Oxidized glutathione[0] <=> (2) GSH[0] + (1) APS[0]	
873	2.7.1.25			Other	Sulfur_metabolism_in_plants	Adenylylsulfate kinase (EC 2.7.1.25)	rxn00361	(1) ATP[0] + (1) APS[0] <=> (1) ADP[0] + (1) 3-phosphoadenylylsulfate[0] + (1) H+[0]	
874	1.8.7.1			Other	Sulfur_metabolism_in_plants	Ferredoxin--sulfite reductase (EC 1.8.7.1)	rxn27266	(3) H2O[0] + (1) H2S[0] + (6) Oxidized-ferredoxins[0] => (6) H+[0] + (1) Sulfite[0] + (6) Reduced-ferredoxins[0]	
875				Other	Sulfur_metabolism_in_plants	HS transport	rxn08689	(1) H2S[0] <=> (1) H2S[1]	
876	2.7.7.4			Other	Sulfur_metabolism_in_plants	Sulfate adenylyltransferase (EC 2.7.7.4)	rxn27259	(1) ATP[0] + (1) Sulfate[0] <= (1) PPi[0] + (1) APS[0]	
877	1.8.3.1			Other	Sulfur_metabolism_in_plants	Sulfite oxidase (EC 1.8.3.1)	rxn00383	(1) H2O[0] + (1) O2[0] + (1) Sulfite[0] <=> (1) H2O2[0] + (1) Sulfate[0] + (1) H+[0]	
878				Transport	Amino_acid_transport_in_plants	Alanine transport	rxn08104	(1) L-Alanine[0] <=> (1) L-Alanine[1]	
879				Transport	Amino_acid_transport_in_plants	Arginine transport	rxn08155	(1) L-Arginine[0] <=> (1) L-Arginine[1]	
880				Transport	Amino_acid_transport_in_plants	Asparagine transport	rxn05220	(1) L-Asparagine[1] <=> (1) L-Asparagine[0]	
881				Transport	Amino_acid_transport_in_plants	Aspartate transport	rxn08170	(1) L-Aspartate[0] <=> (1) L-Aspartate[1]	
882				Transport	Amino_acid_transport_in_plants	Chorismate transport	rxn32592	(1) Chorismate[0] <=> (1) Chorismate[1]	
883				Transport	Amino_acid_transport_in_plants	Cysteine transport	rxn08284	(1) L-Cysteine[0] <=> (1) L-Cysteine[1]	
884				Transport	Amino_acid_transport_in_plants	Glutamate transport	rxn08633	(1) L-Glutamate[0] <=> (1) L-Glutamate[1]	
885				Transport	Amino_acid_transport_in_plants	Glutamine transport	rxn29086	(1) L-Glutamine[0] <=> (1) L-Glutamine[1]	
886				Transport	Amino_acid_transport_in_plants	Glycine transport	rxn05218	(1) Glycine[1] <=> (1) Glycine[0]	
887				Transport	Amino_acid_transport_in_plants	Histidine transport	rxn08721	(1) L-Histidine[0] <=> (1) L-Histidine[1]	
888				Transport	Amino_acid_transport_in_plants	Isoleucine transport	rxn08747	(1) L-Isoleucine[0] <=> (1) L-Isoleucine[1]	
889				Transport	Amino_acid_transport_in_plants	Leucine transport	rxn08786	(1) L-Leucine[0] <=> (1) L-Leucine[1]	
890				Transport	Amino_acid_transport_in_plants	Lysine transport	rxn08856	(1) L-Lysine[0] <=> (1) L-Lysine[1]	
891				Transport	Amino_acid_transport_in_plants	Methionine transport	rxn08920	(1) L-Methionine[0] <=> (1) L-Methionine[1]	
892				Transport	Amino_acid_transport_in_plants	Ornithine transport	rxn09048	(1) Ornithine[0] <=> (1) Ornithine[1]	
893				Transport	Amino_acid_transport_in_plants	Phenylalanine transport	rxn09118	(1) L-Phenylalanine[0] <=> (1) L-Phenylalanine[1]	
894				Transport	Amino_acid_transport_in_plants	Proline transport	rxn09193	(1) L-Proline[0] <=> (1) L-Proline[1]	
895				Transport	Amino_acid_transport_in_plants	Serine transport	rxn09248	(1) L-Serine[0] <=> (1) L-Serine[1]	
896				Transport	Amino_acid_transport_in_plants	Threonine transport	rxn09307	(1) L-Threonine[0] <=> (1) L-Threonine[1]	
897				Transport	Amino_acid_transport_in_plants	Tryptophan transport	rxn05222	(1) L-Tryptophan[1] <=> (1) L-Tryptophan[0]	
898				Transport	Amino_acid_transport_in_plants	Tyrosine transport	rxn09339	(1) L-Tyrosine[0] <=> (1) L-Tyrosine[1]	
899				Transport	Amino_acid_transport_in_plants	Valine transport	rxn05245	(1) L-Valine[1] <=> (1) L-Valine[0]	
900				Transport	Carbohydrate_transport_in_plants	5' Deoxyadenosine transport	rxn13822	(1) 5'-Deoxyadenosine[0] <=> (1) 5'-Deoxyadenosine[1]	
901				Transport	Carbohydrate_transport_in_plants	beta-Fructose-6-phosphate transport	rxn34364	(1) beta-D-Fructose 6-phosphate[1] <=> (1) beta-D-Fructose 6-phosphate[0]	
902				Transport	Carbohydrate_transport_in_plants	beta-Glucose-6-phosphate transport	rxn29246	(1) beta-D-Glucose 6-phosphate[1] <=> (1) beta-D-Glucose 6-phosphate[0]	
903				Transport	Carboxylate_transport_in_plants	2-Oxoglutarate transport	rxn10923	(1) 2-Oxoglutarate[1] <=> (1) 2-Oxoglutarate[0]	
904				Transport	Carboxylate_transport_in_plants	3-Phosphoglycerate transport	rxn31169	(1) 3-Phosphoglycerate[0] <=> (1) 3-Phosphoglycerate[1]	
905				Transport	Carboxylate_transport_in_plants	Bicarbonate transport	rxn10826	(1) H2CO3[1] <=> (1) H2CO3[0]	
906				Transport	Carboxylate_transport_in_plants	Carbon monoxide transport	rxn10480	(1) CO[0] <=> (1) CO[1]	
907				Transport	Carboxylate_transport_in_plants	Citrate/Isocitrate antiporter	rxn09777	(1) Citrate[0] + (1) Isocitrate[1] <=> (1) Citrate[1] + (1) Isocitrate[0]	
908				Transport	Carboxylate_transport_in_plants	Dihydroxyacetone transport	rxn31168	(1) Glycerone-phosphate[0] <=> (1) Glycerone-phosphate[1]	
909				Transport	Carboxylate_transport_in_plants	Formate transport	rxn08525	(1) Formate[0] <=> (1) Formate[1]	
910				Transport	Carboxylate_transport_in_plants	Fumarate transport	rxn11013	(1) Fumarate[1] <=> (1) Fumarate[0]	
911				Transport	Carboxylate_transport_in_plants	Glyceraldehyde 3-phosphate transport	rxn31167	(1) Glyceraldehyde3-phosphate[0] <=> (1) Glyceraldehyde3-phosphate[1]	
912				Transport	Carboxylate_transport_in_plants	Glycerate transport	rxn32435	(1) Glycerate[0] <=> (1) Glycerate[1]	
913				Transport	Carboxylate_transport_in_plants	Glycolate transport	rxn12426	(1) Glycolate[0] <=> (1) Glycolate[1]	
914				Transport	Carboxylate_transport_in_plants	Glyoxylate transport	rxn09839	(1) Glyoxalate[0] <=> (1) Glyoxalate[1]	
915				Transport	Carboxylate_transport_in_plants	Malate transport	rxn10967	(1) L-Malate[1] <=> (1) L-Malate[0]	
916				Transport	Carboxylate_transport_in_plants	Mitochondrial pyruvate carrier (TC 2.A.105)	rxn09717	(1) Pyruvate[0] + (1) H+[0] <=> (1) Pyruvate[1] + (1) H+[1]	
917				Transport	Carboxylate_transport_in_plants	Oxaloacetate transport	rxn13365	(1) Oxaloacetate[0] <=> (1) Oxaloacetate[1]	
918				Transport	Carboxylate_transport_in_plants	Phosphoenolpyruvate transport	rxn27360	(1) Phosphoenolpyruvate[0] <=> (1) Phosphoenolpyruvate[1]	
919				Transport	Carboxylate_transport_in_plants	Pyruvate transport	rxn10929	(1) Pyruvate[1] <=> (1) Pyruvate[0]	
920				Transport	Carboxylate_transport_in_plants	Succinate transport	rxn10952	(1) Succinate[1] <=> (1) Succinate[0]	
921				Transport	Carboxylate_transport_in_plants	cis-Aconitate transport	rxn30639	(1) cis-Aconitate[1] <=> (1) cis-Aconitate[0]	
922				Transport	Cofactor_transport_in_plants	10-Formyltetrahydrofolate transport	rxn31828	(1) 10-Formyltetrahydrofolate[0] <=> (1) 10-Formyltetrahydrofolate[1]	
923				Transport	Cofactor_transport_in_plants	4-hydroxybenzoate transport	rxn09792	(1) 4-Hydroxybenzoate[0] <=> (1) 4-Hydroxybenzoate[1]	
924				Transport	Cofactor_transport_in_plants	5-Formyltetrahydrofolate transport	rxn32628	(1) 5-Formyltetrahydrofolate[0] <=> (1) 5-Formyltetrahydrofolate[1]	
925				Transport	Cofactor_transport_in_plants	5-Methylenetetrahydrofolate transport	rxn39242	(1) 5,10-Methylenetetrahydrofolate[0] <=> (1) 5,10-Methylenetetrahydrofolate[1]	
926				Transport	Cofactor_transport_in_plants	5-Methylenyltetrahydrofolate transport	rxn39243	(1) 5,10-Methylenyltetrahydrofolate[0] <=> (1) 5,10-Methylenyltetrahydrofolate[1]	
927				Transport	Cofactor_transport_in_plants	5-Methyltetrahydrofolate transport	rxn39241	(1) 5-Methyltetrahydrofolate[0] <=> (1) 5-Methyltetrahydrofolate[1]	
928				Transport	Cofactor_transport_in_plants	AMP transport	rxn31160	(1) AMP[0] <=> (1) AMP[1]	
929				Transport	Cofactor_transport_in_plants	AMP transport	rxn31358	(1) AMP[0] <=> (1) AMP[1]	
930				Transport	Cofactor_transport_in_plants	ATP-ADP Antiporter (TC 2.A.12)	rxn08236	(1) CMP[0] <=> (1) CMP[1]	
931				Transport	Cofactor_transport_in_plants	ATP-ADP Antiporter (TC 2.A.12)	rxn08680	(1) GTP[0] <=> (1) GTP[1]	
932				Transport	Cofactor_transport_in_plants	ATP-ADP Antiporter (TC 2.A.12)	rxn09686	(1) TTP[1] <=> (1) TTP[0]	
933				Transport	Cofactor_transport_in_plants	ATP-ADP Antiporter (TC 2.A.12)	rxn29240	(1) ATP[1] + (1) ADP[0] <=> (1) ATP[0] + (1) ADP[1]	
934				Transport	Cofactor_transport_in_plants	ATP-ADP Antiporter (TC 2.A.12)	rxn29318	(1) ATP[1] <=> (1) ATP[0]	
935				Transport	Cofactor_transport_in_plants	ATP-ADP Antiporter (TC 2.A.12)	rxn29325	(1) CTP[1] <=> (1) CTP[0]	
936				Transport	Cofactor_transport_in_plants	ATP-ADP Antiporter (TC 2.A.12)	rxn29342	(1) UTP[1] <=> (1) UTP[0]	
937				Transport	Cofactor_transport_in_plants	Acetyl-CoA transport	rxn13213	(1) Acetyl-CoA[0] <=> (1) Acetyl-CoA[1]	
938				Transport	Cofactor_transport_in_plants	Biotin transport	rxn29122	(1) BIOT[1] <=> (1) BIOT[0]	
939				Transport	Cofactor_transport_in_plants	CoA transport	rxn10832	(1) CoA[1] <=> (1) CoA[0]	
940				Transport	Cofactor_transport_in_plants	Dimethylallyl diphosphate transport	rxn34362	(1) DMAPP[1] <=> (1) DMAPP[0]	
941				Transport	Cofactor_transport_in_plants	Farnesyl diphosphate transport	rxn13290	(1) Farnesyldiphosphate[0] <=> (1) Farnesyldiphosphate[1]	
942				Transport	Cofactor_transport_in_plants	HS transport	rxn08689	(1) H2S[0] <=> (1) H2S[1]	
943				Transport	Cofactor_transport_in_plants	Hydrouracil transport	rxn39244	(1) Hydrouracil[0] <=> (1) Hydrouracil[1]	
944				Transport	Cofactor_transport_in_plants	KAPA transport	rxn38788	(1) 8-Amino-7-oxononanoate[1] <=> (1) 8-Amino-7-oxononanoate[0]	
945				Transport	Cofactor_transport_in_plants	NAD and other nucleotides transport (of mitochondrial carrier family; TC 2.A.29.10.10)	rxn10867	(1) Nicotinamide[1] <=> (1) Nicotinamide[0]	
946				Transport	Cofactor_transport_in_plants	NAD and other nucleotides transport (of mitochondrial carrier family; TC 2.A.29.10.10)	rxn13360	(1) NADP[0] <=> (1) NADP[1]	
947				Transport	Cofactor_transport_in_plants	NAD and other nucleotides transport (of mitochondrial carrier family; TC 2.A.29.10.10)	rxn13361	(1) NAD[1] <=> (1) NAD[0]	
948				Transport	Cofactor_transport_in_plants	NAD and other nucleotides transport (of mitochondrial carrier family; TC 2.A.29.10.10)	rxn29785	(1) NADH[1] <=> (1) NADH[0]	
949				Transport	Cofactor_transport_in_plants	NAD and other nucleotides transport (of mitochondrial carrier family; TC 2.A.29.10.10)	rxn33186	(1) NADPH[0] <=> (1) NADPH[1]	
950				Transport	Cofactor_transport_in_plants	PLP transport	rxn32037	(1) Pyridoxine phosphate[0] <=> (1) Pyridoxine phosphate[1]	
